Substation Name,Nominal Voltage (kV),Primary Group,Grid Group,Firm Capacity (MVA),Maximum Load (MVA),Minimum Load (MVA),Generation Connected (MW),Generation Contracted (MW),33kV Overall Category,Overall Category,33kV Generation Capacity,33kV Wider Constraints,HV Reverse Power Flow,HV Generation Capacity,HV Fault Level,HV Wider Constraints,District,X,Y
DELAMORE STREET,33/6.3,DELAMORE ST T1 / KIRKDALE T1 / WALTON T1,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.4,12.47,3.12,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,335246.16,394346.66
PITT STREET,33/11,DESOTO RD T1 / MERSEY BRIDGE T1 / PITT ST T1,BOLD G2A / PRESCOT GT1B / WIDNES GT1 / WIDNES GT2,20.0,5.4,1.35,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Merseyside,351217.476,384504.201
DIBBINSDALE,33/11,DIBBINSDALE T1 / PLYMYARD T1 / WIBP HARDKNOTT RD T1,BROMBOROUGH GT3 / ROCK FERRY GT2,20.0,10.99,2.75,0.1,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Wirral,334045.536,380890.208
ST JAMES,33/6.3,DINGLE T1 / GRANBY T1 / ST JAMES T2,LISTER DV B GT3 / SPARLING ST GT1 / WAVERTREE GT2,17.5,5.4,1.35,0.5,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,334953.888,388977.664
DODDS LANE,33/11,DODDS LA T1 / HOLBORN HILL T1 / MAGHULL T1 / MAGHULL T2 / ROBBINS BRIDGE T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,23.53,5.88,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,337883.808,402886.432
HOLBORN HILL,33/11,DODDS LA T1 / HOLBORN HILL T1 / MAGHULL T1 / MAGHULL T2 / ROBBINS BRIDGE T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,23.53,5.88,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,340021.888,407003.52
MAGHULL,33/11,DODDS LA T1 / HOLBORN HILL T1 / MAGHULL T1 / MAGHULL T2 / ROBBINS BRIDGE T1,AINTREE GT1 / FORMBY GT2A / LITHERLAND GT1B,37.5,23.53,5.88,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,337527.232,401571.68
DUCKINGTON,33/11,DUCKINGTON T1 / DUCKINGTON T2,COPPENHALL GT1 / CREWE GT1 / CREWE GT2A / CREWE GT4A / RADWAY GREEN GT1 / RADWAY GREEN GT2 / WHITCHURCH GT2,9.75,4.81,1.2,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Mid Cheshire,349596.361,351787.736
DYSERTH ROAD,33/11,DYSERTH RD T1 / FFORDD LAS T1 / FFORDD LAS T2 / WESTBOURNE AVE T1,HOLYWELL GT1 / RHYL GT1 / ST ASAPH GT2 / ST ASAPH GT4,30.0,18.71,4.68,0.0,0.0,RED,RED,Red,Red,Amber,Green,Red,Amber,North Wales,303024.431,381241.534
POULTON,33/11,EGREMONT T1 / LISCARD T1 / POULTON T1 / STONE MANGANESE T1,WALLASEY GT1 / WALLASEY GT2 / WOODSIDE GT2,30.0,16.38,4.09,0.03,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Wirral,330662.72,390462.464
ESTUARY COMMERCE PK,33/11,ESTUARY COMMERCE PK T1 / LEEWARD DR T1 / LEEWARD DR T2 / SPEKE HALL RD T1 / SPEKE SKY PK T1,GARSTON GT2 / SPEKE GT3 / WAVERTREE GT1A,30.0,8.66,2.16,1.0,0.0,AMBER,RED,Green,Amber,Red,Amber,Red,Amber,Merseyside,342084.211,383534.583
SHEIL PARK,33/6.3,EVERTON BROW T1 / GARDNERS ROW T1 / SHEIL PK T1,BOOTLE GT2A / BURLINGTON ST GT1 / LISTER DV A GT2,17.5,10.74,2.68,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,337104.608,391975.328
SEEDS LANE,33/11,FAZAKERLEY HOSPITAL T1 / JACOBS T1 / JACOBS T2 / SEEDS LA T1,AINTREE GT2 / FAZAKERLEY GT1 / GILLMOSS GT2,30.0,13.69,3.42,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,337419.712,397272.0
FRODSHAM LOCAL,33/11,FRODSHAM LOCAL T1,ELLESMERE PORT GT2 / INCE LOCAL GT1 / INCE LOCAL GT2,8.17,6.0,1.5,0.0,0.0,RED,RED,Amber,Red,Red,Red,Green,Amber,Wirral,351650.2272,378056.7238
PENKETH,33/11,GREAT SANKEY T1 / PENKETH T1 / WIDNES RD T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,20.0,10.6,2.65,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Mid Cheshire,356546.368,388132.96
HIGHFIELD STREET A,33/6.3,HARRINGTON ST T2 / HIGHFIELD ST T1,BURLINGTON ST GT2 / LISTER DV B GT1 / PARADISE ST GT1,8.7,4.15,1.04,0.0,0.0,AMBER,RED,Green,Amber,Amber,Amber,Red,Amber,Merseyside,334313.696,390834.048
HERONS WAY,33/11,HERONS WAY T1 / LACHE T1 / MBNA T1 / SMFS KINGSMEADOW T1,CHESTER MAIN GT4 / CRANE BANK GT1 / GUILDEN SUTTON GT1 / SALTNEY G2A,30.0,10.58,2.65,0.13,0.0,RED,RED,Green,Red,Amber,Amber,Red,Amber,Wirral,339591.421,363071.644
HOLYHEAD,33/11,HOLYHEAD T1,AMLWCH GT1 / CAERGEILIOG GT1,7.5,2.64,0.66,0.0,0.0,RED,RED,Red,Amber,Red,Red,Green,Amber,North Wales,225016.897,381794.505
WOODEND AVENUE,33/11,HUNTS CROSS T1 / KENTON RD T1 / WOODEND AVE T1 / WOOLTON T1,HALEWOOD G1B / HALEWOOD G2B / HALEWOOD GT3 / SPEKE GT1A,30.0,16.65,4.16,0.0,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,343313.472,384464.256
KNUTSFORD GRID T1,33/11,ILFORDS T1 / KNUTSFORD T1 / MOBBERLEY T1 / RADBROKE HALL T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,30.0,14.42,3.61,5.68,0.0,RED,RED,Amber,Red,Red,Red,Red,Amber,Mid Cheshire,375234.2746,377923.9435
OLD MILL,33/11,IVY ST T1 / LLYSFAEN RD T1 / OLD MILL T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,20.0,11.84,2.96,0.0,0.0,RED,AMBER,Red,Red,Amber,Amber,Amber,Amber,North Wales,285584.384,378131.968
NEWS INTERNATIONAL,33/11,KELCO T1 / NEWS INTERNATIONAL T1 / NEWS INTERNATIONAL T2 / PALCO T1 / SOUTHDENE T1,GILLMOSS GT1 / KIRKBY GT2 / SIMONSWOOD GT1,30.0,17.22,4.3,0.5,0.0,RED,RED,Green,Red,Amber,Green,Red,Amber,Merseyside,343334.368,396827.904
LLANDDU QUARRY,33/11,LLANDDU QUARRY T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,4.0,3.41,0.85,2.05,0.0,RED,AMBER,Red,Red,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,325552.733,322951.236
LLANFAELOG,33/11,LLANFAELOG T1,AMLWCH GT1 / CAERGEILIOG GT1,4.0,2.66,0.66,0.0,0.0,RED,AMBER,Red,Amber,Amber,Amber,Green,Amber,North Wales,234394.212,373117.422
LLANFYLLIN,33/11,LLANFYLLIN T1 / LLANFYLLIN T2,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.8,5.15,1.29,0.04,0.0,RED,AMBER,Red,Red,Amber,Amber,Green,Amber,Dee Valley & Mid Wales,316261.8623,318483.1374
LLANRWST,33/11,LLANRWST T1,COLWYN BAY GT1 / COLWYN BAY GT2 / DOLGARROG GT2,7.5,3.47,0.87,0.0,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,North Wales,280828.315,361041.945
MARSHSIDE,33/11,LORD ST T1 / MARSHSIDE T1 / MULLARDS BALMORAL DV T1 / SOUTHPORT T2,FORMBY GT2B / SOUTHPORT GT1 / SOUTHPORT GT2,30.0,17.69,4.42,0.0,1.21,RED,RED,Green,Red,Red,Green,Red,Amber,Merseyside,335724.352,419160.768
MERE,33/11,MERE T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,7.5,4.64,1.16,0.2,0.0,RED,AMBER,Green,Red,Green,Green,Green,Amber,Mid Cheshire,372863.635,381449.255
MONSANTO,33/11,MONSANTO T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,1.48,0.37,2.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,Dee Valley & Mid Wales,327447.504,342256.663
MORDA,33/11,MORDA T1,LEGACY LOCAL GT2 / NEWTOWN GT2 / OSWESTRY GT8 / WELSHPOOL GT1,7.5,3.33,0.83,0.5,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,329068.674,328340.327
WOODFIELD AVENUE,33/11,NORTH WALES PAPER T1 / NORTH WALES PAPER T2 / WOODFIELD AVE T1,BRYMBO GT2 / HAWARDEN GT2 / HOLYWELL GT2,20.0,12.35,3.09,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Amber,Amber,Dee Valley & Mid Wales,324746.373,372576.964
ORFORD,33/11,ORFORD T1 / PADGATE T1,DALLAM GT1 / SANKEY BRIDGES GT1 / WARRINGTON GT3,10.0,8.77,2.19,0.0,0.0,RED,AMBER,Green,Red,Amber,Amber,Green,Amber,Mid Cheshire,361987.9841,390635.4613
PEBLIC MILLS,33/11,PEBLIC MILLS T1,BANGOR GT2 / CAERNARFON GT2,7.5,1.08,0.27,0.0,0.0,RED,RED,Red,Red,Red,Red,Green,Amber,North Wales,249081.517,361943.747
PWLLHELI,33/11,PWLLHELI T1,FOUR CROSSES GT2 / MAENTWROG GT1 / MAENTWROG GT2,7.5,3.56,0.89,0.0,0.0,RED,AMBER,Red,Amber,Green,Green,Green,Amber,North Wales,237520.0,335743.5
RINGWAY,33/11,RINGWAY T1,ELWORTH GT1 / ELWORTH GT2 / KNUTSFORD GT1 / KNUTSFORD GT2,2.8,2.79,0.7,0.15,0.0,RED,AMBER,Amber,Red,Green,Green,Green,Amber,Mid Cheshire,380010.176,385342.24
TYWYN,33/11,TYWYN T1,ABERYSTWYTH GT2 / RHYDLYDAN GT1,7.5,4.21,1.05,2.68,0.0,RED,AMBER,Red,Red,Green,Green,Green,Amber,Dee Valley & Mid Wales,259167.523,300895.191
